学年,学期,教学班,课程号,课程名称,开课学院,计划学院,学分,课程性质,课程类别名称,开课类型,年级,专业,成绩录入老师,职称,上课人数,理论,上机,实验,实践,周日,周一,周二,周三,周四,周五,周六,选课备注,其他教师,教材名称,出版社
2025-2026,2,(2025-2026-2)-1000890011018-80,1000890011018,大思政实践课,公共政治教学,数学与统计学院,2.0,公共基础必修,无,专业教育课程,2025,数学类,待定,,105\0,12,,,36,,,,"15-16周3-5节1区5-309(114,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3150220011025-03,3150220011025,国际法三：国际经济法,法学院,弘毅学堂,2.0,专业教育必修,,专业教育课程,2024,PLE试验班（法学）,孟梓歆,,119\119,32,,,,,,,,"1-11周6-8节1区1-303(144,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-0000870011010-13,0000870011010,有机化学实验C,公共化学教学,医学院,1.0,公共基础必修,专业课程,专业教育课程,2025,临床医学(5+3),XIONGYING,副教授,20\0,,,24,,,"4-9周1-5节(,)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000140011007-02,3000140011007,摄影技术基础,新闻与传播学院,新闻与传播学院,2.0,专业教育选修,专业课程,专业教育课程,2025,新闻传播学类,王晔,讲师,35\0,32,,,,,,"1-16周1-2节1区6-102(63,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000520011003-04,1000520011003,数据分析与处理B(Python),计算中心,资源与环境科学学院,2.0,公共基础必修,无,专业教育课程,2025,智慧城市与空间规划,李伯钊,,90\88,16,,,24,,,"1-13周6-8节3区2-108(97,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000520011003-04,1000520011003,数据分析与处理B(Python),计算中心,资源与环境科学学院,2.0,公共基础必修,无,专业教育课程,2025,环境工程（国际创新班）,李伯钊,,90\88,16,,,24,,,"1-13周6-8节3区2-108(97,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000520011003-04,1000520011003,数据分析与处理B(Python),计算中心,资源与环境科学学院,2.0,公共基础必修,无,专业教育课程,2025,地理科学（弘毅班）,李伯钊,,90\88,16,,,24,,,"1-13周6-8节3区2-108(97,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000840011026-01,1000840011026,数据结构,计算中心,测绘学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2024,测绘工程,蒋华,讲师,74\0,26,,,18,,,"1-13周1-2节3区1-123(103,多媒体),3-11周3-4节3区附3-201(81,计算机教室)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000820011013-20,1000820011013,篮球2,体育部,,1.0,公共基础必修,无,体育,wnj,,殷涛,讲师,36\24,4,,,28,,,,,"1-16周3-4节竹园篮球场(50,体育馆)",,,,,,
2025-2026,2,(2025-2026-2)-1000840011029-05,1000840011029,数据分析与处理（SPSS）,计算中心,电气与自动化学院,2.0,专业教育选修,跨学院公共基础课,专业教育课程,2024,电气工程及其自动化,李艳,副教授,94\0,24,,18,,,"1-12周6-7节2区A207(122,多媒体),2-10周8-9节2区5-402(94,计算机教室)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000450011319-01,3000450011319,营建学（3）,城市设计学院,城市设计学院,1.0,专业教育必修,专业课程,专业教育课程,2023,建筑学（中英班）,Gary Cunningham,讲师,41\0,16,,,,,,"9-16周1-2节(,)",,,,,专教411E,梁福逊,,
2025-2026,2,(2025-2026-2)-5000210011007-01,5000210011007,宏观经济学,经济与管理学院,经济与管理学院,3.0,专业教育必修,专业课程,辅修课程,2025,经济学（微专业）,肖利平,副教授,30\0,48,,,,,,,,,,,耿浩（每周四晚11-13节，1区5-103）与主修合班,,,
2025-2026,2,(2025-2026-2)-300011001080-01,300011001080,心理统计学,前沿交叉学科研究院,弘毅学堂,3,专业教育必修,大类平台,专业教育课程,2025,心理学试验班,赵靓,副教授,22\0,48,,,,,,,"1-16周3-5节1区5-518(32,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000810012027-03,1000810012027,商务英语,大学英语部,,2.0,公共基础选修,无,其他课程（含学科竞赛培训、国际学生课程）,wnj,,王慧敏,讲师,30\0,32,,,,,,,,"1-10周11-13节3区1-212(32,多媒体),11周11-12节3区1-212(32,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100810013034-10-H05,1100810013034,英语文本中的中国,大学英语部,弘毅学堂,2.0,公共基础选修,,专业教育课程,2024,数字经济试验班,姚红艳,讲师,25\0,32,,,,,,,,"1-16周3-4节1区6-102(63,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100810013034-10-H05,1100810013034,英语文本中的中国,大学英语部,弘毅学堂,2.0,公共基础选修,,专业教育课程,2024,国学(弘毅学堂),姚红艳,讲师,25\0,32,,,,,,,,"1-16周3-4节1区6-102(63,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100810013034-10-H05,1100810013034,英语文本中的中国,大学英语部,弘毅学堂,2.0,公共基础选修,,专业教育课程,2024,智能制造工程（弘毅）,姚红艳,讲师,25\0,32,,,,,,,,"1-16周3-4节1区6-102(63,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1000820011008-06,1000820011008,羽毛球2,体育部,,1.0,公共基础必修,无,体育,wnj,,张雨纯,讲师,36\37,4,,,28,,,"1-16周3-4节卓尔体育馆主馆羽毛球场(50,体育馆)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000540011048-02,3000540011048,时空数据处理与组织,遥感信息工程学院,遥感信息工程学院,2.5,专业教育必修,专业课程,专业教育课程,2024,空间信息与数字技术（试验班）,周松涛,讲师,2\0,24,,,24,,,,,,,,与(2025-2026-2)-3000540011048-01合并上课,,,
2025-2026,2,(2025-2026-2)-2110720011002-30,2110720011002,自然科学经典导引,通识教育中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,待定,,108\0,32,,,,,,,"1-12周11-13节3区1-403(121,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-3001400011034-01,3001400011034,认识实习三,机器人学院,机器人学院,1.0,专业教育必修,专业课程,专业教育课程,2023,机器人工程,马彦昭,副教授,57\0,,,,24,,,,,,,,,"梁良,刘俊,张志强",,
2025-2026,2,(2025-2026-2)-1000820011001-01,1000820011001,太极拳2,体育部,,1.0,公共基础必修,无,体育,wnj,,崔德刚,教授,36\29,4,,,28,,,"1-16周3-4节九一二体育场(50,体育馆)",,,,,,,,
2025-2026,2,(2025-2026-2)-100830011001-11,100830011001,大学生心理健康,大学生心理健康中心,城市设计学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,设计学类,唐巍戈,助教,92\0,32,,,,,"1-11周1-2节2区A309(120,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-100830011001-11,100830011001,大学生心理健康,大学生心理健康中心,城市设计学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,建筑类（四年）,唐巍戈,助教,92\0,32,,,,,"1-11周1-2节2区A309(120,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-100013001010-K01,100013001010,文化与思辨,大学英语部,,3.0,公共基础必修,无,英语,wnj,,黄雨,,28\25,48,,,,,"1-16周3-5节1区5-307(32,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-2110720011002-10,2110720011002,自然科学经典导引,通识教育中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,待定,,135\0,32,,,,,,,,"1-12周3-5节1区4-204(220,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3150710011006-09,3150710011006,科研训练1,弘毅学堂,弘毅学堂,1.0,专业教育必修,创新创业课程,专业教育课程,2025,数理经济与数理金融试验班,唐诗音,,45\0,,,,24,,,,,,,,,李志,,
2025-2026,2,(2025-2026-2)-1000820011013-07,1000820011013,篮球2,体育部,,1.0,公共基础必修,无,体育,wnj,,冉启明,副教授,36\35,4,,,28,,,,"1-16周3-4节松园篮球场(50,体育馆)",,,,,,,
2025-2026,2,(2025-2026-2)-3140210011116-06,3140210011116,会计学,经济与管理学院,经济与管理学院,3.0,专业教育必修,大类平台,专业教育课程,2025,财政学,陈冬,教授,40\37,48,,,,,"1-16周6-8节1区5-111(166,多媒体)",,,,,,新入职老师杨大宇,,,
2025-2026,2,(2025-2026-2)-3000310011150-02,3000310011150,概率论,数学与统计学院,数学与统计学院,4.0,专业教育必修,专业课程,专业教育课程,2024,数学与应用数学,高付清,教授,66\0,48,,,24,,,,"1-15周1-2节1区5-303(114,多媒体)",,"1-14周3-5节1区5-303(114,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000310011150-02,3000310011150,概率论,数学与统计学院,数学与统计学院,4.0,专业教育必修,专业课程,专业教育课程,2024,统计学,高付清,教授,66\0,48,,,24,,,,"1-15周1-2节1区5-303(114,多媒体)",,"1-14周3-5节1区5-303(114,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000310011150-02,3000310011150,概率论,数学与统计学院,数学与统计学院,4.0,专业教育必修,专业课程,专业教育课程,2024,金融数学,高付清,教授,66\0,48,,,24,,,,"1-15周1-2节1区5-303(114,多媒体)",,"1-14周3-5节1区5-303(114,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-0100805-01,0100805,时事政治前沿专题4,马克思主义学院,马克思主义学院,1.0,专业必修,专业课程,辅修课程,2022,思想政治教育（辅修）,韩琦,讲师,60\0,16,,,,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-3150710011005-06,3150710011005,毕业论文,弘毅学堂,弘毅学堂,6.0,专业教育必修,,专业教育课程,2022,PLE试验班（哲学）,唐诗音,,1\1,,,,144,,,,,,,,,李志,,
2025-2026,2,(2025-2026-2)-1000820011010-15,1000820011010,排球2,体育部,,1.0,公共基础必修,无,体育,wnj,,刘骕,讲师,36\27,4,,,28,,"1-16周3-4节竹园操场排球场(50,体育馆)",,,,,,,,,
2025-2026,2,(2025-2026-2)-2332130011332-01,2332130011332,英美现代戏剧原著赏读,外国语言文学学院,,2.0,通识教育选修,一般通识,通识课程,wnj,,姚红艳,讲师,50\0,32,,,,,,,,"12周11-12节1区6-202(65,多媒体),2-11周11-13节1区6-202(65,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3000450011245-01,3000450011245,建筑设计（3）,城市设计学院,城市设计学院,2.0,专业教育必修,专业课程,专业教育课程,2024,建筑学（中英班）,黄凌江,教授,50\0,,,,48,,"1-8周3-5节(,)",,,"1-8周3-5节(,)",,,专教307E、309E,"胡思润,胡晓青,张点",,
2025-2026,2,(2025-2026-2)-3200520011022-02,3200520011022,现代数据库系统,计算机学院,计算机学院,4.0,专业教育必修,专业课程,专业教育课程,2023,计算机科学与技术,刘斌,副教授,90\79,56,,12,,,"1-12周3-5节3区1-123(103,多媒体)",,,"1-11周3-5节3区1-325(112,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-50,1100740011004,形势与政策4,形势与政策教育中心,国家网络安全学院,0.5,公共基础必修,,专业教育课程,2024,信息安全,于海波,助教,160\0,8,,,,,,,,"14-15周6-8节3区1-302(195,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-50,1100740011004,形势与政策4,形势与政策教育中心,国家网络安全学院,0.5,公共基础必修,,专业教育课程,2024,密码科学与技术(本硕试验班),于海波,助教,160\0,8,,,,,,,,"14-15周6-8节3区1-302(195,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3000210011266-01,3000210011266,数智化能源转型,经济与管理学院,经济与管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,经济学（能源经济管理试验班）,王磊,教授,20\0,40,,,12,,,,,,"1-16周3-5节1区6-301(32,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-100830011001-18,100830011001,大学生心理健康,大学生心理健康中心,动力与机械学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,工科试验班（智慧能源与智能制造类）,刘文娣,讲师,100\0,32,,,,,,"1-11周1-2节2区5-009(221,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-100830011001-18,100830011001,大学生心理健康,大学生心理健康中心,动力与机械学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,工科试验班（智慧能源创新班）,刘文娣,讲师,100\0,32,,,,,,"1-11周1-2节2区5-009(221,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1000820011003-01,1000820011003,网球2,体育部,,1.0,公共基础必修,无,体育,wnj,,柳景华,副教授,36\27,4,,,28,,"1-16周3-4节桂园网球场(50,体育馆)",,,,,,,,,
2025-2026,2,(2025-2026-2)-100013001002-3-02,100013001002,大学交际英语2,大学英语部,,3.0,公共基础必修,无,英语,wnj,,桂敏,副教授,45\33,48,,,,,,,,,,"1-16周11-13节1区5-203(86,多媒体)",,,,
2025-2026,2,(2025-2026-2)-1100850011006-07,1100850011006,高等数学B2,公共数学教学,电子信息学院,5,公共基础必修,,专业教育课程,2025,电子信息类,黄学英,副教授,130\125,80,,,,,"1-16周1-2节3区1-302(195,多媒体)",,"1-16周3-5节3区1-302(195,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000840011029-07,1000840011029,数据分析与处理（SPSS）,计算中心,动力与机械学院,2.0,专业教育必修,跨学院公共基础课,专业教育课程,2023,智能制造工程,李艳,副教授,80\0,24,,18,,,,"1-12周6-7节2区A306(84,多媒体),2-10周8-9节2区5-402(94,计算机教室)",,,,,,,,
2025-2026,2,(2025-2026-2)-3001400011077-01,3001400011077,工业控制系统及装置,机器人学院,机器人学院,2.0,专业教育选修,专业课程,专业教育课程,2023,自动化（机器人学院）,张世荣,副教授,30\0,32,,,,,,"5-12周11-12节2区A107(40,多媒体)",,"5-12周3-4节2区A107(40,多媒体)",,,,张红梅,,
2025-2026,2,(2025-2026-2)-100013001004-74-50,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,王明月,讲师,28\23,48,,,,,,,"1-16周6-8节3区1-416(32,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-300065001041-01,300065001041,创 临床研究1,第二临床学院,医学院,2,专业必修,无,专业教育课程,2023,临床医学（八）,靳英辉,副教授,86\0,,,48,,,"14-15周3-5节(,)",,"14-15周3-5节(,)",,"1-8周,11-14周3-5节(,)",,,,,
2025-2026,2,(2025-2026-2)-100013001004-45-21,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,张念,讲师,28\28,48,,,,,,,"1-16周3-5节2区A314(40,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000820011008-19,1000820011008,羽毛球2,体育部,,1.0,公共基础必修,无,体育,wnj,,杨博宇,讲师,36\34,4,,,28,,,"1-16周3-4节松园体育馆羽毛球场(50,体育馆)",,,,,,,,
2025-2026,2,(2025-2026-2)-100085001008-09,100085001008,概率论与数理统计A,公共数学教学,水利水电学院,3.0,公共基础必修,无,专业教育课程,2025,水文与水资源工程（碳中和试验班）,钟六一,副教授,115\90,48,,,,,,,,,"1-16周6-8节2区A309(120,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-100085001008-09,100085001008,概率论与数理统计A,公共数学教学,水利水电学院,3.0,公共基础必修,无,专业教育课程,2025,工科试验班（水利）,钟六一,副教授,115\90,48,,,,,,,,,"1-16周6-8节2区A309(120,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3150130011323-06,3150130011323,实习,外国语言文学学院,外国语言文学学院,2,专业教育必修,,专业教育课程,2022,俄语,李暖,,10\0,32,,,,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-300055001006-03,300055001006,自然资源调查与评价,测绘学院,测绘学院,2.0,专业教育选修,无,专业教育课程,2023,测绘工程,魏娜,教授,30\0,32,,,,,,"1-8周8-9节3区1-314(32,多媒体)",,"1-8周1-2节3区1-314(32,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3350520011085-计科-图形图像处理-02,3350520011085,虚拟现实与增强现实,计算机学院,计算机学院,2.0,专业教育选修,专业课程,专业教育课程,2023,计算机科学与技术,傅佑铭,讲师,70\55,32,,,,,,,,,"1-11周6-8节3区2-102(84,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3350640011034-01,3350640011034,老年病学,第一临床学院,医学院,1.0,专业教育选修,专业课程,专业教育课程,2022,临床医学(五),徐林,主任医师,363\0,16,,,,,,"1-4周1-2节(,)",,"1-4周3-4节(,)",,,,,,
2025-2026,2,(2025-2026-2)-3350640011034-01,3350640011034,老年病学,第一临床学院,医学院,1.0,专业教育选修,专业课程,专业教育课程,2022,临床医学（八）,徐林,主任医师,363\0,16,,,,,,"1-4周1-2节(,)",,"1-4周3-4节(,)",,,,,,
2025-2026,2,(2025-2026-2)-3350640011034-01,3350640011034,老年病学,第一临床学院,医学院,1.0,专业教育选修,专业课程,专业教育课程,2022,临床医学(5+3),徐林,主任医师,363\0,16,,,,,,"1-4周1-2节(,)",,"1-4周3-4节(,)",,,,,,
2025-2026,2,(2025-2026-2)-1000890011016-36,1000890011016,马克思主义基本原理,公共政治教学,电气与自动化学院,2.5,公共基础必修,无,专业教育课程,2025,工科试验班（电气）,李侦,讲师,110\110,40,,,,,"1-14周3-5节2区A309(120,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000820011017-04,1000820011017,瑜伽2,体育部,,1.0,公共基础必修,无,体育,wnj,,李群,副教授,30\30,4,,,28,,,,,,"1-16周3-4节卓尔体育馆154(50,体育馆)",,本课程仅面向女生,,,
2025-2026,2,(2025-2026-2)-3000520011091-01,3000520011091,嵌入式体系结构设计,计算机学院,计算机学院,2.0,专业教育选修,专业课程,专业教育课程,2024,软件工程（特软班）,蔡贤涛,副教授,35\25,24,,12,,,,,,,"1-8周3-5节3区1-119(42,多媒体),9-12周3-5节(,)",,9-12周周五3-5节做实验，计算机楼A203,,,
2025-2026,2,(2025-2026-2)-1100810013034-10-H06,1100810013034,英语文本中的中国,大学英语部,弘毅学堂,2.0,公共基础选修,,专业教育课程,2024,PLE试验班（法学）,蔡小容,教授,20\0,32,,,,,,,,"1-16周3-4节1区6-103(56,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-1000820011008-33,1000820011008,羽毛球2,体育部,,1.0,公共基础必修,无,体育,wnj,,姚志坚,讲师,30\22,4,,,28,,"1-16周3-4节星湖体育馆羽毛球场(50,体育馆)",,,,,,,,,
2025-2026,2,(2025-2026-2)-2110720011001-33,2110720011001,人文社科经典导引,通识教育中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,待定,,108\0,32,,,,,,"1-12周11-13节3区1-401(249,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-2332450011343-01,2332450011343,现代设计鉴赏,城市设计学院,,2.0,通识教育选修,一般通识,通识课程,wnj,,沈静,讲师,30\0,32,,,,,,,,,"1-12周11-13节2区A317(40,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3350210043037-01,3350210043037,保险学,经济与管理学院,经济与管理学院,4.0,专业教育选修,专业课程,专业教育课程,2023,经济学类国际班,潘国臣,副教授,30\0,64,,,,,,"1-16周6-8节1区5-520(32,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000530011050-密码试验班,3000530011050,计算机系统硬件基础实践,国家网络安全学院,国家网络安全学院,2.0,专业教育选修,专业课程,专业教育课程,2024,密码科学与技术(本硕试验班),刘芹,教授,30\0,,,,48,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-2110720011001-32,2110720011001,人文社科经典导引,通识教育中心,,2.0,通识教育必修,核心通识,通识必修课程,wnj,,待定,,108\0,32,,,,,,"1-12周11-13节3区1-327(249,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000520011090-01,3000520011090,嵌入式软件设计实践,计算机学院,计算机学院,1.0,专业教育必修,专业课程,专业教育课程,2023,软件工程（特软班）,周浩,讲师,62\52,,,60,,,"16周1-10节3区1-320(87,多媒体)","16周1-10节3区1-320(87,多媒体)","16周1-10节3区1-320(87,多媒体)","16周1-10节3区1-320(87,多媒体)","16周1-10节3区1-320(87,多媒体)","16周1-10节3区1-320(87,多媒体)",,徐武平,,
2025-2026,2,(2025-2026-2)-1100820011061-40,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,郭禹彤,助教,36\32,4,,,28,,,"1-16周3-4节松园篮球场(50,体育馆)",,,,,素质体育2（篮球）,,,
2025-2026,2,(2025-2026-2)-3350650011068-01,3350650011068,医学心理学,第二临床学院,医学院,1.0,专业教育选修,,专业教育课程,2023,临床医学试验班（八年制）（弘毅班）,徐志鹏,副主任医师,40\0,16,,,,,,,,,"1-8周8-9节(,)",,,,,
2025-2026,2,(2025-2026-2)-1100820011061-0183,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,刘涛,讲师,36\31,4,,,28,,,,,,"1-16周6-7节竹园操场(50,操场)",,素质体育2（健美操）,,,
2025-2026,2,(2025-2026-2)-100013001004-82-16,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,张涛,助教,27\27,48,,,,,,"1-16周3-5节1区5-202(40,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-3000520011111-软件工程-大型软件开发-01,3000520011111,软件质量保障与测试,计算机学院,计算机学院,2.0,专业教育选修,专业课程,专业教育课程,2023,软件工程,胡梦蝶,,73\43,24,,12,,,,,,,"1-12周6-8节3区1-202(80,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-100013001004-74-10,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,严琼,讲师,26\27,48,,,,,,"1-16周3-5节3区1-109(42,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-100013001004-82-34,100013001004,大学交际英语4,大学英语部,,3.0,公共基础必修,无,英语,wnj,,张涛,助教,28\23,48,,,,,,,"1-16周3-5节1区5-304(32,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-08,1100740011004,形势与政策4,形势与政策教育中心,法学院,0.5,公共基础必修,,专业教育课程,2024,法学,祝捷,教授,312\249,8,,,,,,,,"14-15周11-13节(,)",,,,,,
2025-2026,2,(2025-2026-2)-1100740011004-08,1100740011004,形势与政策4,形势与政策教育中心,法学院,0.5,公共基础必修,,专业教育课程,2024,国际法,祝捷,教授,312\249,8,,,,,,,,"14-15周11-13节(,)",,,,,,
2025-2026,2,(2025-2026-2)-3350130013336-01,3350130013336,商务英语,外国语言文学学院,外国语言文学学院,2.0,专业教育选修,,专业教育课程,2024,英语,官继慧,讲师,30\0,32,,,,,,,,"1-11周8-10节1区新外-18(32,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3350130013336-01,3350130013336,商务英语,外国语言文学学院,外国语言文学学院,2.0,专业教育选修,,专业教育课程,2023,涉外法律人才班,官继慧,讲师,30\0,32,,,,,,,,"1-11周8-10节1区新外-18(32,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-100830011001-12,100830011001,大学生心理健康,大学生心理健康中心,电气与自动化学院,2.0,公共基础必修,跨学院公共基础课,专业教育课程,2025,工科试验班（电气）,刘慧,副教授,94\94,32,,,,,,,,,"1-11周6-7节2区A409(120,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000540011111-01,3000540011111,精密机械设计课程设计,遥感信息工程学院,遥感信息工程学院,1.0,专业教育必修,专业课程,专业教育课程,2023,遥感科学与技术,毛庆洲,教授,40\39,,,,24,"13周1-5节(,)","13周1-5节(,)","13周1-5节(,)","13周1-5节(,)","13周1-5节(,)","13周1-5节(,)",,23级D方向指选课，上课地点：学院5-318机房，上课时间：8:00-12:00,,,
2025-2026,2,(2025-2026-2)-3150210012090-01,3150210012090,动态优化,经济与管理学院,弘毅学堂,3.0,专业教育必修,,专业教育课程,2024,数理经济与数理金融试验班,李晓蹊,副教授,50\39,48,,,,,,"1-16周6-8节1区5-311(86,多媒体)",,,,,新入职老师施泽锦,,,
2025-2026,2,(2025-2026-2)-3350120011134-01,3350120011134,中国现代文学名家专题,文学院,文学院,2,专业教育选修,,专业教育课程,2024,汉语言文学,孙大坤,,185\0,32,,,,,"1-11周11-13节1区4-202(220,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3350120011134-01,3350120011134,中国现代文学名家专题,文学院,文学院,2,专业教育选修,,专业教育课程,2024,汉语国际教育,孙大坤,,185\0,32,,,,,"1-11周11-13节1区4-202(220,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-1000890011017-43,1000890011017,中国近现代史纲要,公共政治教学,机器人学院,2.5,公共基础必修,无,专业教育课程,2025,机器人工程类,刘新华,副教授,95\95,40,,,,,,"1-14周6-8节2区A410(120,多媒体)",,,,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-0113,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,李浩冉,讲师,36\36,4,,,28,,,"1-16周6-7节梅园篮球场(50,体育馆)",,,,,素质体育2（篮球）,,,
2025-2026,2,(2025-2026-2)-1100820011061-48,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,周锦涛,助教,36\32,4,,,28,,,"1-16周3-4节松园操场田径场(50,体育馆)",,,,,素质体育2（腰旗橄榄球）,,,
2025-2026,2,(2025-2026-2)-1100820011061-0189,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,李海冰,教授,36\37,4,,,28,,,,,,"1-16周3-4节九一二体育场(50,体育馆)",,素质体育2（定向越野）,,,
2025-2026,2,(2025-2026-2)-3000310012006-01,3000310012006,代数 II(口试),数学与统计学院,数学与统计学院,0,专业教育必修,专业课程,专业教育课程,2025,数学与应用数学（中法班）,待定,,32\0,,,,48,,,,,,,,,,,
2025-2026,2,(2025-2026-2)-1100820011061-0146,1100820011061,素质体育2,体育部,,1.0,公共基础必修,无,体育,wnj,,张红,讲师,30\30,4,,,28,,"1-16周6-7节卓尔体育馆154(50,体育馆)",,,,,,素质体育2（瑜伽），本课程仅面向女生,,,
2025-2026,2,(2025-2026-2)-1000810012027-02,1000810012027,商务英语,大学英语部,,2.0,公共基础选修,无,其他课程（含学科竞赛培训、国际学生课程）,wnj,,张涛,助教,35\0,32,,,,,,,,"1-10周11-13节1区6-208(65,多媒体),11周11-12节1区6-208(65,多媒体)",,,,,,
2025-2026,2,(2025-2026-2)-3150550011031-02,3150550011031,数字摄影测量学,测绘学院,测绘学院,3.0,专业教育必修,专业课程,专业教育课程,2024,测绘工程,张毅,副教授,30\0,40,,,12,,"1-13周3-4节3区1-214(32,多媒体)",,"1-13周11-12节3区1-214(32,多媒体)",,,,,,,
2025-2026,2,(2025-2026-2)-1000890011009-02,1000890011009,习近平新时代中国特色社会主义思想概论,公共政治教学,文学院,3.0,公共基础必修,无,专业教育课程,2024,汉语言文学,李美幸,讲师,110\108,48,,,,,"1-16周6-8节1区5-404(114,多媒体)",,,,,,,,,
2025-2026,2,(2025-2026-2)-3000310011150-01,3000310011150,概率论,数学与统计学院,数学与统计学院,4.0,专业教育必修,专业课程,专业教育课程,2024,信息与计算科学,王冉,副教授,85\0,48,,,24,,,,"1-15周1-2节1区5-107(106,多媒体)",,"1-14周3-5节1区3-303(99,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000310011150-01,3000310011150,概率论,数学与统计学院,数学与统计学院,4.0,专业教育必修,专业课程,专业教育课程,2024,数据科学与大数据技术,王冉,副教授,85\0,48,,,24,,,,"1-15周1-2节1区5-107(106,多媒体)",,"1-14周3-5节1区3-303(99,多媒体)",,,,,
2025-2026,2,(2025-2026-2)-3000420011021-01,3000420011021,控制系统分析与设计,机器人学院,弘毅学堂,3.0,专业教育必修,专业课程,专业教育课程,2024,智能制造工程（弘毅）,袁立宏,讲师,15\15,48,,,,,,,"1-8周3-5节1区5-105(106,多媒体)",,"1-8周6-8节1区5-105(106,多媒体)",,,,,
